,name,Team,DATE,vs,result,bat_order,position,start_member,ab,score,hit,2_hit,3_hit,homerun,tb,rbi,sb,cs,bb,hpp,ibb,so,gdp,sh,sf,avg,obp,slg,ops,pitch,avLI,RE24,WPA,GYEAR,PCODE,POSITION,AGE_VA,MONEY,G_ID,power_barrel,contact_barrel,clutch_barrel
2547,김호재,삼성,20210622,한화,W 9:0,5,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,,0.22,0.546,2,0.0,-0.12,0.0,2021,64407,내,26,6000만원,0.0,0.0,0.0,0.0
2548,김호재,삼성,20210626,LG,L 5:10,9,2B,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.214,,0.238,0.578,5,0.2,0.4,0.009000000000000001,2021,64407,내,26,6000만원,1.0,0.0,1.0,0.0
2549,김호재,삼성,20210626,LG,W 10:7,4,3B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.205,,0.227,0.5539999999999999,11,0.5,-0.89,-0.026,2021,64407,내,26,6000만원,2.0,0.0,0.0,0.0
2550,김호재,삼성,20210627,LG,L 5:9,9,SS,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.213,,0.234,0.561,13,0.66,0.03,0.01,2021,64407,내,26,6000만원,0.0,0.0,0.0,0.0
2564,송준석,삼성,20210404,@키움,L 4:7,9,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,3,1.67,-0.59,-0.043,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2565,송준석,삼성,20210407,@두산,L 0:1,8,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,5,2.87,-0.26,-0.073,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2566,송준석,삼성,20210409,KT,W 7:5,8,DH,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,,0.0,0.0,14,0.85,-1.28,-0.077,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2567,송준석,삼성,20210423,@KIA,L 1:4,7,LF,1,3,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.25,,0.25,0.5,14,1.17,0.58,0.059,2021,64469,외,27,5000만원,0.0,0.0,2.0,0.0
2568,송준석,삼성,20210424,@KIA,W 8:4,8,LF,1,3,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0.273,,0.545,0.818,7,0.48,0.22,0.07200000000000001,2021,64469,외,27,5000만원,0.0,1.0,0.0,0.0
2569,송준석,삼성,20210425,@KIA,W 3:2,8,DH,1,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.333,,0.6,0.933,13,2.21,1.0,0.11,2021,64469,외,27,5000만원,0.0,1.0,0.0,0.0
2570,송준석,삼성,20210427,NC,W 9:0,7,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,,0.563,0.875,7,0.0,-0.34,0.0,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2571,송준석,삼성,20210428,NC,W 4:3,8,LF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,,0.5,0.8,12,2.09,-0.6,-0.157,2021,64469,외,27,5000만원,0.0,0.0,1.0,0.0
2572,송준석,삼성,20210501,LG,W 8:2,8,LF,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.273,,0.455,0.759,14,0.48,-0.38,-0.018000000000000002,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2573,송준석,삼성,20210506,@한화,L 5:6,7,LF,1,4,1,2,1,0,1,6,1,0,0,0,0,0,1,0,0,0,0.308,,0.615,0.949,15,1.56,0.8,0.079,2021,64469,외,27,5000만원,0.0,2.0,1.0,0.0
2574,송준석,삼성,20210508,롯데,L 8:9,7,LF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.3,,0.5670000000000001,0.889,13,0.6,-0.88,-0.059,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2575,송준석,삼성,20210509,롯데,W 8:6,7,LF,1,3,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.303,,0.545,0.888,16,1.78,0.64,0.075,2021,64469,외,27,5000만원,0.0,0.0,1.0,0.0
2576,송준석,삼성,20210511,@KT,L 6:9,7,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.27,,0.486,0.794,23,1.14,-0.94,-0.065,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2577,송준석,삼성,20210512,@KT,W 7:5,7,LF,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.282,,0.487,0.821,7,0.85,0.54,0.047,2021,64469,외,27,5000만원,0.0,0.0,1.0,0.0
2578,송준석,삼성,20210513,@KT,W 4:0,7,LF,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.28600000000000003,,0.476,0.81,9,0.69,-0.09,-0.013,2021,64469,외,27,5000만원,0.0,0.0,1.0,0.0
2580,송준석,삼성,20210515,@LG,L 4:14,6,LF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.255,,0.426,0.726,16,0.28,-1.16,-0.028,2021,64469,외,27,5000만원,0.0,1.0,0.0,0.0
2581,송준석,삼성,20210518,키움,L 3:15,6,LF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.24,,0.4,0.696,15,0.81,-1.21,-0.057,2021,64469,외,27,5000만원,0.0,0.0,0.0,0.0
2584,최영진,삼성,20210522,KIA,L 4:9,4,3B,0,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0.5,,1.5,2.0,3,0.03,1.87,0.006,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2585,최영진,삼성,20210523,KIA,W 7:5,8,1B,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,,0.75,1.0,11,0.8,-0.44,-0.04,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2587,최영진,삼성,20210529,두산,W 16:4,5,PH,0,2,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.5710000000000001,,1.0,1.571,7,0.0,1.26,0.0,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2588,최영진,삼성,20210530,두산,L 2:4,6,3B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.455,,0.727,1.182,21,1.12,-0.48,-0.044,2021,61197,내,33,7500만원,0.0,0.0,1.0,0.0
2589,최영진,삼성,20210605,@키움,L 2:6,6,3B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,,0.667,1.083,4,0.14,-0.34,-0.004,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2597,최영진,삼성,20210623,한화,W 3:0,7,1B,1,4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.438,,0.625,1.096,18,0.82,-0.75,-0.036000000000000004,2021,61197,내,33,7500만원,0.0,0.0,1.0,0.0
2598,최영진,삼성,20210626,LG,L 5:10,6,PH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,,0.588,1.033,6,0.33,-0.26,-0.008,2021,61197,내,33,7500만원,1.0,0.0,0.0,0.0
2599,최영진,삼성,20210626,LG,W 10:7,6,1B,1,3,1,1,0,0,1,4,3,0,0,1,0,0,1,0,0,0,0.4,,0.7,1.155,19,1.17,2.67,0.404,2021,61197,내,33,7500만원,2.0,1.0,0.0,0.0
2600,최영진,삼성,20210627,LG,L 5:9,6,3B,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.375,,0.625,1.048,13,0.88,-0.96,-0.078,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2601,최영진,삼성,20210629,@SSG,D :,7,3B,1,4,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.393,,0.607,1.04,11,0.66,0.07,0.008,2021,61197,내,33,7500만원,0.0,0.0,2.0,0.0
2603,최영진,삼성,20210630,@SSG,D :,5,3B,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.344,,0.531,0.914,18,1.08,-1.39,-0.119,2021,61197,내,33,7500만원,2.0,0.0,0.0,0.0
2604,최영진,삼성,20210709,롯데,L 5:9,6,3B,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.353,,0.529,0.918,10,1.36,0.22,0.002,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2605,최영진,삼성,20210711,롯데,W 11:0,8,PH,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.333,,0.5,0.868,7,0.14,0.88,0.015,2021,61197,내,33,7500만원,0.0,0.0,0.0,0.0
2616,김성표,삼성,20210529,두산,W 16:4,1,CF,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1.0,,1.0,2.0,14,0.0,0.81,0.0,2021,63435,내,27,3300만원,0.0,0.0,0.0,0.0
2617,김성표,삼성,20210601,@SSG,D :,7,CF,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.4,,0.4,0.9,16,1.51,-0.84,-0.11,2021,63435,내,27,3300만원,0.0,0.0,0.0,0.0
2618,김성표,삼성,20210602,@SSG,D :,7,CF,1,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.333,,0.333,0.7879999999999999,17,1.41,0.15,0.028,2021,63435,내,27,3300만원,0.0,0.0,1.0,0.0
2643,김성윤,삼성,20210518,키움,L 3:15,2,CF,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,4,0.0,-0.34,0.0,2021,67449,외,22,3300만원,0.0,0.0,0.0,0.0
2645,김성윤,삼성,20210630,@SSG,D :,1,CF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,,0.2,0.4,16,0.79,-0.22,-0.023,2021,67449,외,22,3300만원,2.0,0.0,0.0,0.0
2659,김응민,삼성,20210617,@두산,L 2:6,9,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,7,0.88,-0.83,-0.063,2021,60288,포,29,4900만원,0.0,0.0,0.0,0.0
2660,권정웅,삼성,20210602,@SSG,D :,8,C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,6,1.1,-0.23,-0.017,2021,65412,포,28,4000만원,0.0,0.0,0.0,0.0
2667,홍창기,LG,20210404,@NC,W 2:1,1,CF,1,4,2,2,1,0,0,3,0,1,0,1,0,0,2,0,0,0,0.5,,0.75,1.35,23,1.5,1.05,0.153,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2668,홍창기,LG,20210406,@KT,W 3:2,1,CF,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.28600000000000003,,0.429,0.873,18,0.73,0.91,0.077,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2669,홍창기,LG,20210407,@KT,L 3:7,1,RF,1,4,1,2,0,0,0,2,0,2,0,0,1,0,1,0,0,0,0.364,,0.455,0.955,16,1.19,0.45,0.059,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2670,홍창기,LG,20210408,@KT,W 7:3,1,CF,1,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.375,,0.438,0.911,18,0.4,-0.36,0.002,2021,66108,외,27,10000만원,0.0,0.0,2.0,0.0
2671,홍창기,LG,20210409,SSG,W 9:5,1,CF,1,5,1,4,1,0,0,5,3,0,1,1,0,0,0,0,0,0,0.476,,0.5710000000000001,1.131,27,1.02,2.5,0.26,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2672,홍창기,LG,20210410,SSG,L 3:4,1,DH,1,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.44,,0.52,1.053,15,2.46,-1.04,-0.053,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2673,홍창기,LG,20210411,SSG,W 1:0,1,RF,1,3,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.429,,0.5,1.029,18,0.73,0.27,0.026,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2674,홍창기,LG,20210413,@키움,L 2:8,1,CF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,,0.438,0.911,23,0.52,-1.08,-0.054000000000000006,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2675,홍창기,LG,20210414,@키움,W 13:2,1,CF,1,4,2,2,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0.389,,0.472,0.972,27,0.4,1.16,0.064,2021,66108,외,27,10000만원,0.0,0.0,2.0,0.0
2676,홍창기,LG,20210415,@키움,W 6:4,1,CF,1,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.366,,0.463,0.933,18,0.63,-0.65,-0.038,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2677,홍창기,LG,20210416,두산,W 1:0,1,CF,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35600000000000004,,0.444,0.897,19,1.1,-0.37,-0.022,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2678,홍창기,LG,20210417,두산,L 1:3,1,RF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.354,,0.438,0.894,18,1.17,-0.3,-0.064,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2679,홍창기,LG,20210418,두산,L 1:9,1,CF,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.353,,0.431,0.89,21,0.54,0.55,0.068,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2680,홍창기,LG,20210420,KIA,L 3:6,1,CF,1,4,1,1,0,0,1,4,3,0,0,0,0,0,0,0,0,1,0.345,,0.473,0.912,24,1.52,0.33,-0.046,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2681,홍창기,LG,20210421,KIA,W 7:3,1,RF,1,2,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.333,,0.456,0.899,23,0.94,0.91,0.105,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2682,홍창기,LG,20210422,KIA,L 2:3,1,RF,1,4,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0.328,,0.443,0.883,17,1.68,-0.4,-0.053,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2683,홍창기,LG,20210423,@한화,W 2:1,1,DH,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.308,,0.415,0.84,22,1.35,-1.7,-0.16,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2684,홍창기,LG,20210424,@한화,L 5:19,1,CF,1,4,1,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0.319,,0.42,0.8490000000000001,14,1.24,2.57,0.233,2021,66108,외,27,10000만원,0.0,0.0,2.0,0.0
2685,홍창기,LG,20210425,@한화,W 8:0,1,RF,1,5,1,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0.338,,0.4320000000000001,0.871,18,1.07,1.5,0.205,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2686,홍창기,LG,20210427,롯데,W 4:0,1,RF,1,3,1,2,0,1,0,4,1,0,1,1,0,0,1,0,0,0,0.35100000000000003,,0.468,0.919,15,0.56,1.46,0.08199999999999999,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2688,홍창기,LG,20210429,롯데,W 3:2,1,RF,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.329,,0.439,0.885,16,1.8,-0.02,0.014,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2689,홍창기,LG,20210430,@삼성,L 0:4,1,RF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,,0.419,0.847,12,1.02,-1.02,-0.108,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2690,홍창기,LG,20210501,@삼성,L 2:8,1,RF,1,5,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.319,,0.418,0.845,13,0.88,0.91,0.139,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2691,홍창기,LG,20210502,@삼성,L 4:6,1,CF,1,4,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.326,,0.421,0.856,16,1.04,0.57,0.075,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2692,홍창기,LG,20210505,@두산,W 7:4,1,CF,1,4,2,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0.32299999999999995,,0.424,0.858,13,0.96,-0.33,0.001,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2693,홍창기,LG,20210506,@두산,W 7:2,1,CF,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.314,,0.412,0.8440000000000001,21,0.52,0.58,0.058,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2694,홍창기,LG,20210508,한화,W 11:2,1,CF,1,4,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.311,,0.406,0.836,29,0.99,0.03,0.079,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2695,홍창기,LG,20210509,한화,W 11:1,1,CF,1,5,1,1,0,0,1,4,4,0,0,0,0,0,0,1,0,0,0.306,,0.423,0.846,17,0.67,0.91,0.07200000000000001,2021,66108,외,27,10000만원,1.0,2.0,0.0,1.0
2696,홍창기,LG,20210509,한화,L 4:5,1,CF,1,4,1,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0.304,,0.426,0.848,30,2.14,-0.42,-0.061,2021,66108,외,27,10000만원,2.0,1.0,0.0,0.0
2697,홍창기,LG,20210511,@KIA,L 1:7,1,CF,1,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0.299,,0.419,0.846,27,0.67,-0.28,-0.017,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2698,홍창기,LG,20210512,@KIA,L 3:5,1,CF,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.287,,0.402,0.815,20,2.12,-2.47,-0.27,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2699,홍창기,LG,20210513,@KIA,W 8:3,1,RF,1,4,2,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0.294,,0.405,0.8240000000000001,19,0.4,0.96,0.056,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2700,홍창기,LG,20210514,삼성,W 4:3,1,RF,1,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.292,,0.4,0.815,16,1.1,0.35,0.056,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2701,홍창기,LG,20210515,삼성,W 14:4,1,RF,1,3,3,2,1,0,0,3,1,1,0,2,0,0,0,0,0,0,0.301,,0.414,0.84,19,0.64,1.79,0.12,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2702,홍창기,LG,20210517,삼성,L 1:3,1,LF,1,3,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0.301,,0.419,0.851,28,1.04,-0.02,-0.024,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2703,홍창기,LG,20210518,NC,W 1:0,1,DH,1,2,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.304,,0.42,0.86,22,0.69,0.3,0.034,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2704,홍창기,LG,20210519,NC,W 6:5,1,CF,1,6,1,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.306,,0.417,0.852,26,2.73,-0.23,0.052000000000000005,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2705,홍창기,LG,20210520,NC,L 1:11,1,RF,1,3,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.313,,0.422,0.8640000000000001,14,0.33,0.55,0.0,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2706,홍창기,LG,20210521,@SSG,D :,1,RF,1,3,1,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0.32,,0.4270000000000001,0.879,22,1.21,1.3,0.154,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2707,홍창기,LG,20210522,@SSG,D :,1,RF,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.314,,0.418,0.8690000000000001,20,0.4,0.19,-0.002,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2708,홍창기,LG,20210523,@SSG,D :,1,CF,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.308,,0.41,0.857,21,0.58,-1.14,-0.075,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2709,홍창기,LG,20210526,@롯데,W 5:3,1,RF,1,4,1,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0.313,,0.413,0.863,20,1.55,0.42,0.084,2021,66108,외,27,10000만원,0.0,0.0,2.0,0.0
2710,홍창기,LG,20210527,@롯데,W 8:1,1,RF,1,3,2,3,0,0,1,6,1,0,0,2,0,0,0,0,0,0,0.325,,0.442,0.905,22,0.85,2.11,0.199,2021,66108,외,27,10000만원,0.0,1.0,0.0,1.0
2711,홍창기,LG,20210528,키움,W 3:1,1,CF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.317,,0.431,0.8859999999999999,16,0.95,-1.28,-0.092,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2712,홍창기,LG,20210529,키움,L 2:7,9,PH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.314,,0.426,0.877,9,0.87,-0.52,-0.044,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2713,홍창기,LG,20210530,키움,W 8:2,1,CF,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.312,,0.424,0.882,24,0.31,0.83,0.05,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2714,홍창기,LG,20210601,KT,L 1:8,1,RF,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.306,,0.416,0.871,20,0.68,-0.64,-0.042,2021,66108,외,27,10000만원,0.0,0.0,2.0,0.0
2715,홍창기,LG,20210602,KT,W 6:5,1,CF,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.305,,0.412,0.8640000000000001,9,1.17,-0.38,-0.048,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2716,홍창기,LG,20210604,@KIA,L 3:4,1,CF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,,0.41,0.8590000000000001,6,0.87,-0.26,-0.022,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2717,홍창기,LG,20210605,@KIA,W 8:2,3,PR,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.307,,0.413,0.868,9,0.13,0.75,0.005,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2718,홍창기,LG,20210606,@KIA,W 10:0,1,CF,1,4,1,2,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0.311,,0.415,0.873,16,0.5,1.61,0.094,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2719,홍창기,LG,20210608,NC,W 2:1,1,CF,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0.308,,0.411,0.871,18,1.55,0.7,0.152,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2720,홍창기,LG,20210609,NC,W 6:3,1,CF,1,5,2,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0.316,,0.416,0.879,11,0.51,0.84,0.071,2021,66108,외,27,10000만원,0.0,1.0,2.0,0.0
2721,홍창기,LG,20210610,NC,L 0:6,1,CF,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.309,,0.407,0.863,26,0.73,-0.95,-0.076,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2722,홍창기,LG,20210611,두산,W 3:1,1,CF,1,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.303,,0.399,0.85,20,1.25,-0.03,-0.051,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2723,홍창기,LG,20210612,두산,L 3:8,7,PH,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.305,,0.405,0.856,5,0.96,0.38,0.102,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2724,홍창기,LG,20210613,두산,W 2:0,1,CF,1,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0.302,,0.401,0.855,25,1.49,0.52,0.071,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2725,홍창기,LG,20210615,@키움,W 4:2,1,RF,1,5,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0.3,,0.396,0.845,23,2.2,0.3,0.267,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2726,홍창기,LG,20210616,@키움,L 3:6,1,CF,1,3,0,3,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0.31,,0.41,0.8690000000000001,34,0.88,1.86,0.189,2021,66108,외,27,10000만원,0.0,1.0,1.0,0.0
2727,홍창기,LG,20210617,@키움,W 6:5,1,CF,1,3,2,2,1,0,0,3,0,1,0,2,0,2,1,0,0,0,0.315,,0.418,0.883,12,1.72,0.77,0.03,2021,66108,외,27,10000만원,0.0,0.0,1.0,0.0
2728,홍창기,LG,20210618,KIA,W 5:0,1,CF,1,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.313,,0.415,0.877,15,1.0,0.52,0.062,2021,66108,외,27,10000만원,0.0,1.0,0.0,0.0
2729,홍창기,LG,20210619,KIA,W 7:2,1,CF,1,3,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0.314,,0.418,0.883,26,0.45,0.53,0.083,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2730,홍창기,LG,20210620,KIA,W 6:0,1,CF,1,3,2,2,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0.318,,0.426,0.897,19,0.58,1.93,0.1,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2731,홍창기,LG,20210622,@SSG,D :,1,CF,1,3,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.32299999999999995,,0.429,0.904,15,0.44,0.58,0.006999999999999999,2021,66108,외,27,10000만원,0.0,0.0,2.0,0.0
2732,홍창기,LG,20210623,@SSG,D :,1,CF,1,4,1,3,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.33,,0.439,0.919,24,0.86,1.24,0.122,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2733,홍창기,LG,20210624,@SSG,D :,1,CF,1,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.328,,0.434,0.909,20,0.49,-1.07,-0.067,2021,66108,외,27,10000만원,0.0,0.0,0.0,0.0
2734,홍창기,LG,20210626,@삼성,W 10:5,1,CF,1,4,1,2,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0.331,,0.439,0.917,28,0.97,0.66,0.052000000000000005,2021,66108,외,27,10000만원,1.0,0.0,0.0,0.0
2735,홍창기,LG,20210626,@삼성,L 7:10,1,CF,1,5,1,2,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0.332,,0.439,0.916,23,1.58,-0.39,-0.043,2021,66108,외,27,10000만원,2.0,0.0,0.0,0.0
