,tb,rbi,sb,sh,sf,ibb,WPA,avg,obp,slg,ops,power_barrel,contact_barrel,clutch_barrel,xh,babib,pitch/pa,cq,b/k,IsoP,IsoD,hr%,kk%,bb%,xh/h,ueqr,wOBA,obp_label,slg_label,ops_label,ops_mean,avg_mean,obp_mean,slg_mean,power_barrel_mean,contact_barrel_mean,clutch_barrel_mean
146,0.642,0.232,0.021,0.011,0.011,0.0,0.02,0.4,0.427,0.678,1.105,0.116,0.032,0.032,0.126,0.462,3.95,0.519,0.2,0.278,0.02699999999999997,0.063,0.211,0.042,0.333,1.084,0.47,0.2692307692307692,0.4583333333333333,0.7275641025641025,0.9355000000000001,0.3070416666666666,0.355,0.5804999999999999,0.11920833333333332,0.06566666666666666,0.04691666666666667
147,0.232,0.02,0.03,0.01,0.02,0.0,-0.004,0.238,0.347,0.274,0.621,0.01,0.141,0.0,0.03,0.26,4.34,0.225,1.444,0.03600000000000003,0.10899999999999999,0.0,0.091,0.131,0.15,0.67,0.302,0.39285714285714285,0.2916666666666667,0.6845238095238095,0.6808275862068965,0.2694137931034483,0.36865517241379314,0.31217241379310345,0.001586206896551724,0.15203448275862072,0.0
148,0.487,0.179,0.0,0.026,0.0,0.0,0.004,0.263,0.282,0.5,0.782,0.077,0.051,0.026,0.128,0.286,3.36,0.357,0.125,0.237,0.01899999999999996,0.051,0.205,0.026,0.5,0.787,0.329,0.09090909090909091,0.0,0.09090909090909091,0.782,0.263,0.282,0.5,0.077,0.051,0.026
149,0.318,0.102,0.011,0.011,0.034,0.011,-0.006,0.263,0.303,0.35,0.653,0.023,0.17,0.0,0.045,0.299,3.89,0.291,0.333,0.08699999999999997,0.03999999999999998,0.011,0.17,0.057,0.19,0.692,0.295,0.3888888888888889,0.4375,0.8263888888888888,0.7736857142857144,0.31908571428571436,0.37854285714285724,0.395142857142857,0.0270857142857143,0.13951428571428573,0.0014285714285714286
150,0.425,0.16,0.028,0.009,0.009,0.0,0.01,0.34,0.406,0.479,0.885,0.047,0.085,0.019,0.075,0.405,4.04,0.393,0.579,0.13899999999999996,0.066,0.019,0.179,0.104,0.25,0.885,0.388,0.42857142857142855,0.7878787878787878,1.2164502164502164,0.992,0.36758333333333343,0.41858333333333336,0.5734166666666667,0.06766666666666667,0.10241666666666667,0.0295
151,0.436,0.089,0.0,0.0,0.0,0.0,0.002,0.329,0.436,0.518,0.954,0.089,0.099,0.03,0.099,0.385,4.02,0.4,0.941,0.189,0.10699999999999998,0.03,0.168,0.158,0.357,0.932,0.418,0.28,0.2916666666666667,0.5716666666666668,0.8981666666666666,0.3105,0.38283333333333336,0.5153333333333333,0.10691666666666665,0.10583333333333333,0.023416666666666665
152,0.515,0.147,0.015,0.0,0.0,0.0,0.02,0.355,0.42,0.565,0.9849999999999999,0.029,0.044,0.015,0.118,0.457,4.41,0.457,0.4,0.20999999999999996,0.065,0.015,0.221,0.088,0.364,0.986,0.43,0.325,0.3055555555555556,0.6305555555555555,0.7604871794871794,0.2834102564102564,0.34099999999999997,0.41948717948717945,0.07479487179487179,0.09351282051282053,0.01676923076923078
153,0.631,0.162,0.008,0.0,0.008,0.015,0.01,0.4,0.455,0.683,1.1380000000000001,0.115,0.162,0.038,0.131,0.404,3.82,0.458,0.643,0.28300000000000003,0.05499999999999999,0.062,0.108,0.069,0.354,1.119,0.504,0.4444444444444444,0.6818181818181818,1.1262626262626263,0.9830000000000001,0.34419512195121943,0.4265121951219514,0.5564878048780487,0.09029268292682929,0.11339024390243907,0.024341463414634154
154,0.47,0.148,0.009,0.017,0.017,0.0,0.005,0.346,0.379,0.505,0.884,0.061,0.13,0.009,0.096,0.367,3.75,0.358,0.6,0.15900000000000003,0.03300000000000003,0.009,0.087,0.052,0.297,0.884,0.383,0.40540540540540543,0.3225806451612903,0.7279860505666957,0.7707272727272726,0.3004772727272727,0.36395454545454553,0.4067727272727272,0.03388636363636363,0.1375227272727273,0.0008181818181818182
155,0.56,0.168,0.04,0.0,0.0,0.0,0.004,0.286,0.331,0.588,0.919,0.096,0.048,0.056,0.152,0.347,4.09,0.458,0.167,0.302,0.04500000000000004,0.064,0.288,0.048,0.559,0.929,0.391,0.48,0.5714285714285714,1.0514285714285714,0.9877317073170728,0.3292926829268292,0.39046341463414624,0.597268292682927,0.11812195121951215,0.06897560975609755,0.038414634146341456
156,0.456,0.165,0.0,0.0,0.0,0.0,0.012,0.311,0.354,0.486,0.84,0.076,0.089,0.025,0.114,0.339,3.57,0.348,0.5,0.175,0.04299999999999998,0.025,0.127,0.063,0.391,0.831,0.364,0.4074074074074074,0.4782608695652174,0.8856682769726247,0.937575,0.34089999999999987,0.41332500000000005,0.52425,0.10040000000000002,0.08637500000000001,0.033850000000000005
157,0.38,0.1,0.0,0.01,0.01,0.0,0.008,0.301,0.34,0.409,0.749,0.08,0.17,0.02,0.06,0.365,3.53,0.343,0.316,0.10799999999999998,0.039000000000000035,0.01,0.19,0.06,0.214,0.755,0.329,0.34782608695652173,0.3333333333333333,0.681159420289855,0.82965625,0.2937812500000001,0.34537500000000004,0.48428124999999994,0.109375,0.09853125000000001,0.015062500000000003
158,0.266,0.096,0.0,0.0,0.021,0.0,-0.008,0.202,0.232,0.281,0.513,0.064,0.138,0.011,0.053,0.25,3.81,0.246,0.136,0.07900000000000001,0.03,0.011,0.234,0.032,0.278,0.537,0.229,0.41379310344827586,0.6296296296296297,1.0434227330779056,0.633421052631579,0.2548947368421053,0.28442105263157896,0.34900000000000003,0.0741578947368421,0.11126315789473686,0.015421052631578952
159,0.361,0.111,0.014,0.0,0.0,0.0,-0.006,0.265,0.306,0.382,0.688,0.028,0.097,0.014,0.056,0.262,3.83,0.267,0.8,0.11699999999999999,0.04099999999999998,0.028,0.069,0.056,0.222,0.696,0.304,0.2777777777777778,0.5,0.7777777777777778,0.7373157894736843,0.24894736842105267,0.31321052631578944,0.4241052631578947,0.06989473684210527,0.08084210526315791,0.010473684210526316
160,0.26,0.12,0.0,0.02,0.0,0.0,-0.003,0.208,0.24,0.271,0.511,0.04,0.12,0.0,0.06,0.27,3.52,0.241,0.182,0.06300000000000003,0.032,0.0,0.22,0.04,0.3,0.529,0.229,0.4,0.3076923076923077,0.7076923076923077,0.7586052631578947,0.2975526315789474,0.3784473684210527,0.38015789473684225,0.049526315789473675,0.09760526315789474,0.0020789473684210526
161,0.541,0.135,0.0,0.054,0.0,0.0,0.003,0.382,0.447,0.588,1.035,0.162,0.162,0.027,0.081,0.379,3.76,0.403,1.0,0.20599999999999996,0.065,0.054,0.081,0.081,0.231,1.0,0.461,0.4117647058823529,0.7111111111111111,1.122875816993464,0.8696060606060606,0.33312121212121215,0.4016060606060606,0.4679999999999999,0.08733333333333329,0.13484848484848486,0.01696969696969698
162,0.337,0.115,0.019,0.0,0.01,0.0,0.002,0.253,0.337,0.385,0.722,0.058,0.125,0.0,0.077,0.309,4.12,0.319,0.545,0.132,0.08400000000000002,0.019,0.212,0.115,0.348,0.755,0.322,0.5263157894736842,0.8,1.3263157894736843,0.7417750000000002,0.26725,0.3592749999999999,0.38249999999999995,0.037825000000000004,0.13369999999999999,0.00205
163,0.382,0.13,0.046,0.015,0.008,0.0,0.005,0.325,0.394,0.427,0.821,0.031,0.137,0.008,0.061,0.346,4.02,0.324,1.083,0.10199999999999998,0.069,0.015,0.092,0.099,0.211,0.852,0.37,0.4634146341463415,0.5588235294117647,1.0222381635581061,0.7299142857142861,0.28168571428571426,0.3547428571428571,0.3751714285714286,0.03248571428571429,0.1085142857142857,0.0006571428571428571
164,0.49,0.143,0.0,0.0,0.0,0.0,0.0,0.37,0.408,0.522,0.9299999999999999,0.082,0.163,0.0,0.102,0.372,3.73,0.357,1.5,0.15200000000000002,0.03799999999999998,0.02,0.041,0.061,0.294,0.929,0.406,0.2222222222222222,0.6666666666666666,0.8888888888888888,0.8490833333333333,0.3185,0.36624999999999996,0.4828333333333334,0.06683333333333331,0.15033333333333335,0.0
165,0.462,0.12,0.009,0.0,0.009,0.0,0.005,0.325,0.355,0.474,0.829,0.077,0.068,0.034,0.068,0.418,3.6,0.423,0.062,0.14899999999999997,0.02999999999999997,0.034,0.274,0.017,0.216,0.84,0.373,0.36,0.375,0.735,0.8339655172413794,0.2890689655172414,0.34800000000000003,0.48596551724137926,0.0991034482758621,0.0703448275862069,0.022068965517241388
166,0.481,0.111,0.009,0.0,0.009,0.009,-0.003,0.299,0.378,0.536,0.914,0.111,0.083,0.037,0.102,0.299,3.9,0.367,0.667,0.23700000000000004,0.07900000000000001,0.056,0.139,0.093,0.379,0.907,0.407,0.35,0.3157894736842105,0.6657894736842105,0.8691538461538462,0.31030769230769234,0.3804615384615385,0.48869230769230765,0.08615384615384616,0.105,0.032538461538461544
167,0.593,0.179,0.008,0.0,0.008,0.0,0.006,0.364,0.397,0.619,1.016,0.146,0.154,0.041,0.146,0.394,4.11,0.425,0.25,0.255,0.03300000000000003,0.033,0.13,0.033,0.419,1.016,0.44,0.4666666666666667,0.7948717948717948,1.2615384615384615,0.8554285714285715,0.31573809523809526,0.38302380952380943,0.47240476190476194,0.08797619047619047,0.09604761904761905,0.010642857142857147
168,0.419,0.198,0.012,0.012,0.0,0.0,0.006,0.295,0.375,0.462,0.837,0.07,0.14,0.012,0.081,0.312,4.12,0.333,0.727,0.16700000000000004,0.08000000000000002,0.035,0.128,0.093,0.304,0.832,0.378,0.3939393939393939,0.5925925925925926,0.9865319865319865,0.7933333333333332,0.2825555555555556,0.3457777777777778,0.4475555555555556,0.055777777777777766,0.1421666666666667,0.004944444444444444
169,0.55,0.189,0.0,0.0,0.009,0.009,0.012,0.371,0.396,0.581,0.977,0.108,0.144,0.018,0.126,0.38,3.36,0.398,0.5,0.20999999999999996,0.025000000000000022,0.036,0.09,0.045,0.359,0.973,0.421,0.4,0.8,1.2000000000000002,0.9924146341463415,0.3436829268292683,0.4082439024390245,0.584170731707317,0.10790243902439026,0.09595121951219515,0.02892682926829269
170,0.344,0.14,0.0,0.011,0.011,0.0,-0.002,0.292,0.319,0.36,0.679,0.0,0.161,0.0,0.065,0.321,3.49,0.283,0.333,0.068,0.027000000000000024,0.0,0.097,0.032,0.231,0.688,0.305,0.2631578947368421,0.125,0.3881578947368421,0.6207333333333336,0.24835555555555555,0.30437777777777786,0.31635555555555556,0.0024888888888888886,0.1274666666666667,0.0
171,0.312,0.073,0.0,0.021,0.01,0.0,-0.009,0.267,0.347,0.349,0.696,0.062,0.135,0.0,0.052,0.319,4.39,0.297,0.529,0.08199999999999996,0.07999999999999996,0.01,0.177,0.094,0.217,0.725,0.324,0.358974358974359,0.5,0.858974358974359,0.6236285714285715,0.22805714285714287,0.3057714285714286,0.31785714285714284,0.05165714285714286,0.08751428571428573,0.0010571428571428572
172,0.469,0.156,0.0,0.0,0.0,0.016,0.002,0.268,0.369,0.536,0.905,0.109,0.125,0.016,0.109,0.268,3.58,0.367,0.727,0.268,0.10099999999999998,0.062,0.172,0.125,0.467,0.892,0.4,0.46153846153846156,1.027027027027027,1.4885654885654884,1.037181818181818,0.31272727272727274,0.38345454545454555,0.6537272727272726,0.11909090909090908,0.11645454545454546,0.03609090909090909
173,0.396,0.153,0.036,0.0,0.018,0.009,0.004,0.272,0.312,0.427,0.739,0.072,0.063,0.018,0.117,0.318,3.91,0.324,0.316,0.15499999999999997,0.03999999999999998,0.009,0.171,0.054,0.464,0.769,0.325,0.4375,0.42857142857142855,0.8660714285714286,0.8197073170731707,0.2764146341463415,0.3582682926829268,0.4614390243902438,0.06397560975609756,0.0772439024390244,0.015243902439024395
174,0.429,0.134,0.027,0.009,0.009,0.0,-0.002,0.317,0.357,0.462,0.819,0.036,0.134,0.018,0.071,0.375,4.1,0.377,0.318,0.14500000000000002,0.03999999999999998,0.027,0.196,0.062,0.242,0.838,0.356,0.45454545454545453,0.45,0.9045454545454545,0.6788421052631577,0.2733157894736842,0.3336052631578946,0.3452368421052632,0.029157894736842094,0.13084210526315787,0.002921052631578947
175,0.286,0.057,0.029,0.0,0.0,0.0,0.015,0.281,0.343,0.312,0.655,0.029,0.057,0.0,0.029,0.36,4.43,0.3,0.429,0.030999999999999972,0.062,0.0,0.2,0.086,0.111,0.694,0.303,0.27586206896551724,0.41379310344827586,0.6896551724137931,0.7804782608695653,0.3157391304347826,0.36269565217391314,0.41778260869565215,0.046782608695652164,0.12482608695652174,0.0027391304347826086
176,0.463,0.116,0.063,0.0,0.0,0.0,-0.0,0.278,0.33,0.489,0.819,0.116,0.042,0.032,0.095,0.299,3.58,0.357,0.278,0.21099999999999997,0.05199999999999999,0.053,0.189,0.053,0.36,0.843,0.36,0.5428571428571428,0.9310344827586207,1.4738916256157635,1.0376153846153844,0.34253846153846157,0.4156923076923077,0.621923076923077,0.11830769230769232,0.09907692307692308,0.04438461538461539
177,0.4,0.164,0.0,0.0,0.018,0.0,-0.005,0.22,0.273,0.44,0.7130000000000001,0.118,0.055,0.027,0.1,0.254,4.11,0.346,0.267,0.22,0.05300000000000002,0.045,0.273,0.073,0.5,0.727,0.302,0.3684210526315789,0.5,0.868421052631579,0.9438636363636362,0.31206818181818174,0.38834090909090907,0.5555227272727273,0.12113636363636364,0.07988636363636363,0.03590909090909089
178,0.479,0.137,0.034,0.0,0.0,0.0,0.007,0.215,0.317,0.523,0.8400000000000001,0.154,0.043,0.026,0.111,0.2,4.5,0.377,0.312,0.30800000000000005,0.10200000000000001,0.085,0.274,0.085,0.565,0.858,0.375,0.45,0.8235294117647058,1.2735294117647058,0.9852820512820514,0.30874358974358973,0.4141538461538461,0.5711282051282052,0.10933333333333341,0.08271794871794871,0.030923076923076935
179,0.418,0.203,0.0,0.038,0.013,0.0,-0.004,0.254,0.333,0.465,0.798,0.063,0.051,0.0,0.114,0.294,4.09,0.357,0.389,0.21100000000000002,0.07900000000000001,0.038,0.228,0.089,0.5,0.815,0.354,0.3684210526315789,0.5,0.868421052631579,0.6672499999999999,0.25415,0.31265000000000004,0.3546000000000001,0.051449999999999996,0.10034999999999998,0.0
180,0.375,0.125,0.0,0.0,0.0,0.0,0.009,0.28,0.337,0.402,0.7390000000000001,0.068,0.091,0.0,0.068,0.313,3.83,0.31,0.462,0.122,0.056999999999999995,0.023,0.148,0.068,0.261,0.747,0.332,0.5,0.6153846153846154,1.1153846153846154,0.7515609756097559,0.2650975609756097,0.34326829268292675,0.4082926829268293,0.06809756097560977,0.08863414634146344,0.009731707317073176
181,0.5,0.2,0.025,0.0,0.025,0.0,-0.004,0.289,0.317,0.526,0.843,0.3,0.1,0.05,0.125,0.281,4.3,0.348,0.2,0.23700000000000004,0.028000000000000025,0.05,0.125,0.025,0.455,0.869,0.362,0.3684210526315789,0.2,0.5684210526315789,0.8025263157894738,0.313421052631579,0.36410526315789465,0.43842105263157893,0.0666315789473684,0.11500000000000003,0.00931578947368421
182,0.537,0.165,0.025,0.0,0.008,0.017,0.005,0.284,0.358,0.596,0.954,0.124,0.083,0.041,0.165,0.296,3.88,0.402,0.5,0.312,0.07400000000000001,0.058,0.182,0.091,0.645,0.945,0.413,0.3157894736842105,0.6111111111111112,0.9269005847953217,0.8648181818181818,0.28154545454545454,0.34240909090909094,0.5224090909090908,0.08477272727272728,0.08222727272727273,0.026727272727272742
183,0.492,0.222,0.0,0.016,0.0,0.0,0.017,0.415,0.516,0.585,1.101,0.079,0.095,0.0,0.111,0.438,3.9,0.414,2.5,0.16999999999999998,0.10100000000000003,0.016,0.063,0.159,0.318,1.085,0.49,0.38095238095238093,0.41025641025641024,0.7912087912087912,1.005,0.381125,0.470625,0.5343749999999999,0.05999999999999999,0.105125,0.0
184,0.111,0.0,0.028,0.0,0.0,0.0,-0.012,0.114,0.139,0.114,0.253,0.0,0.083,0.0,0.0,0.125,3.0,0.1,0.333,0.0,0.02500000000000001,0.0,0.083,0.028,0.0,0.297,0.12,0.3333333333333333,0.2727272727272727,0.606060606060606,0.42510000000000003,0.1965,0.2152,0.20990000000000003,0.0,0.1072,0.0
185,0.38,0.12,0.0,0.0,0.0,0.0,-0.0,0.34,0.38,0.404,0.784,0.04,0.16,0.0,0.02,0.441,4.06,0.391,0.25,0.064,0.03999999999999998,0.02,0.24,0.06,0.062,0.79,0.352,0.14285714285714285,0.07692307692307693,0.21978021978021978,0.8507999999999999,0.33499999999999996,0.37733333333333335,0.47346666666666676,0.068,0.11873333333333334,0.0202
186,0.538,0.202,0.01,0.0,0.01,0.0,-0.0,0.32,0.362,0.577,0.939,0.125,0.067,0.01,0.106,0.308,3.76,0.385,0.462,0.25699999999999995,0.04199999999999998,0.067,0.125,0.058,0.355,0.935,0.401,0.17647058823529413,0.29411764705882354,0.47058823529411764,0.8170000000000001,0.27057894736842103,0.318421052631579,0.498578947368421,0.12105263157894738,0.07115789473684211,0.01642105263157895
187,0.472,0.167,0.056,0.0,0.0,0.0,0.013,0.412,0.444,0.5,0.944,0.0,0.222,0.0,0.083,0.452,3.28,0.39,0.667,0.08800000000000002,0.03200000000000003,0.0,0.083,0.056,0.214,0.974,0.418,0.3157894736842105,0.631578947368421,0.9473684210526315,0.8502500000000001,0.34475,0.369625,0.48062499999999997,0.0,0.162125,0.0
188,0.395,0.116,0.0,0.0,0.0,0.0,-0.003,0.263,0.314,0.425,0.739,0.093,0.07,0.047,0.081,0.321,3.94,0.351,0.286,0.16199999999999998,0.05099999999999999,0.035,0.244,0.07,0.333,0.744,0.322,0.6111111111111112,1.2352941176470589,1.84640522875817,0.8485681818181816,0.2959090909090908,0.34600000000000003,0.5025681818181817,0.09122727272727273,0.10772727272727273,0.03652272727272725
189,0.468,0.149,0.011,0.0,0.0,0.0,0.008,0.345,0.4,0.506,0.906,0.074,0.128,0.021,0.085,0.403,3.9,0.403,0.412,0.16100000000000003,0.05500000000000005,0.032,0.181,0.074,0.267,0.884,0.4,0.35294117647058826,0.7419354838709677,1.094876660341556,0.8598809523809524,0.30285714285714294,0.3709047619047619,0.48897619047619045,0.08088095238095239,0.08690476190476189,0.015357142857142863
190,0.309,0.073,0.0,0.0,0.0,0.0,0.016,0.259,0.273,0.315,0.5880000000000001,0.018,0.073,0.0,0.055,0.333,3.75,0.288,0.083,0.055999999999999994,0.014000000000000012,0.0,0.218,0.018,0.214,0.591,0.261,0.2857142857142857,0.23076923076923078,0.5164835164835164,0.6018000000000001,0.2432,0.2732,0.3286,0.034199999999999994,0.0724,0.0046
191,0.478,0.101,0.0,0.0,0.0,0.0,0.0,0.385,0.42,0.508,0.9279999999999999,0.087,0.188,0.029,0.087,0.471,4.01,0.431,0.308,0.123,0.034999999999999976,0.014,0.188,0.058,0.24,0.928,0.408,0.2857142857142857,0.4166666666666667,0.7023809523809523,0.6834651162790698,0.25160465116279074,0.31851162790697685,0.364953488372093,0.05804651162790696,0.10753488372093023,0.00904651162790698
192,0.36,0.056,0.04,0.008,0.0,0.0,-0.0,0.269,0.32,0.378,0.698,0.032,0.072,0.0,0.064,0.337,4.18,0.317,0.231,0.10899999999999999,0.05099999999999999,0.008,0.208,0.048,0.25,0.723,0.318,0.38636363636363635,0.43902439024390244,0.8253880266075388,0.6704324324324326,0.27016216216216216,0.343054054054054,0.3273783783783783,0.01186486486486487,0.11429729729729732,0.0
193,0.622,0.184,0.02,0.0,0.0,0.0,0.004,0.348,0.388,0.663,1.0510000000000002,0.133,0.071,0.02,0.133,0.338,4.1,0.434,0.462,0.31500000000000006,0.040000000000000036,0.082,0.133,0.061,0.406,1.05,0.441,0.4375,0.3793103448275862,0.8168103448275862,0.8212631578947369,0.3155526315789473,0.3828684210526315,0.4383947368421052,0.06652631578947367,0.10099999999999998,0.007526315789473685
194,0.422,0.122,0.056,0.0,0.0,0.0,0.005,0.306,0.344,0.447,0.7909999999999999,0.022,0.089,0.0,0.089,0.397,3.79,0.381,0.238,0.14100000000000001,0.03799999999999998,0.011,0.233,0.056,0.308,0.823,0.345,0.1951219512195122,0.28205128205128205,0.47717323327079425,0.7351666666666666,0.28150000000000003,0.33123809523809516,0.40392857142857136,0.04278571428571428,0.10492857142857147,0.007333333333333335
195,0.346,0.087,0.038,0.0,0.0,0.0,-0.006,0.275,0.295,0.353,0.6479999999999999,0.019,0.106,0.01,0.038,0.366,3.48,0.34,0.069,0.07799999999999996,0.019999999999999962,0.019,0.279,0.019,0.143,0.659,0.29,0.30434782608695654,0.36363636363636365,0.6679841897233202,0.7092083333333333,0.289375,0.32233333333333336,0.3868750000000001,0.03345833333333335,0.09970833333333334,0.0045
196,0.612,0.15,0.0,0.0,0.0,0.0,0.01,0.394,0.463,0.69,1.153,0.05,0.062,0.0,0.112,0.407,3.67,0.478,0.818,0.29599999999999993,0.069,0.075,0.138,0.113,0.321,1.131,0.487,0.36666666666666664,0.4166666666666667,0.7833333333333333,0.8399117647058825,0.29317647058823526,0.36238235294117654,0.477529411764706,0.03211764705882354,0.08755882352941177,0.002647058823529411
197,0.617,0.178,0.0,0.0,0.019,0.0,0.013,0.402,0.444,0.68,1.124,0.112,0.131,0.028,0.15,0.436,4.01,0.485,0.5,0.278,0.04199999999999998,0.047,0.15,0.075,0.41,1.116,0.476,0.3939393939393939,0.5862068965517241,0.980146290491118,0.9819047619047618,0.3269285714285714,0.414595238095238,0.5673095238095238,0.12857142857142856,0.10261904761904768,0.0413095238095238
198,0.28,0.08,0.0,0.0,0.013,0.013,-0.009,0.275,0.329,0.304,0.633,0.067,0.12,0.0,0.027,0.302,3.96,0.255,0.714,0.02899999999999997,0.05399999999999999,0.0,0.093,0.067,0.105,0.651,0.299,0.2702702702702703,0.21875,0.4890202702702703,0.7341111111111113,0.284037037037037,0.3472962962962964,0.3868148148148148,0.060592592592592594,0.11503703703703702,0.003962962962962963
199,0.383,0.17,0.043,0.0,0.0,0.021,0.011,0.3,0.404,0.45,0.8540000000000001,0.106,0.128,0.0,0.085,0.333,3.68,0.335,1.167,0.15000000000000002,0.10400000000000004,0.021,0.128,0.149,0.333,0.86,0.389,0.4666666666666667,0.42857142857142855,0.8952380952380952,0.8318857142857142,0.32448571428571416,0.4096857142857143,0.4222,0.040371428571428544,0.14134285714285716,0.003828571428571428
200,0.409,0.159,0.023,0.034,0.011,0.0,0.011,0.287,0.348,0.45,0.798,0.068,0.057,0.011,0.08,0.351,4.12,0.378,0.333,0.16300000000000003,0.061,0.034,0.239,0.08,0.304,0.83,0.352,0.2857142857142857,0.35,0.6357142857142857,0.7867999999999999,0.28431111111111107,0.3540888888888889,0.43271111111111105,0.0760888888888889,0.09822222222222224,0.017511111111111113
201,0.483,0.15,0.033,0.033,0.0,0.017,0.003,0.364,0.417,0.527,0.944,0.083,0.117,0.017,0.117,0.452,3.88,0.435,0.417,0.16300000000000003,0.05299999999999999,0.017,0.2,0.083,0.35,0.938,0.418,0.4782608695652174,0.6,1.0782608695652174,0.8744615384615384,0.3302307692307692,0.3974615384615384,0.47700000000000004,0.09099999999999998,0.1026923076923077,0.024769230769230773
202,0.317,0.067,0.017,0.067,0.0,0.0,-0.005,0.31,0.344,0.328,0.6719999999999999,0.017,0.2,0.0,0.017,0.367,3.92,0.3,0.222,0.018000000000000016,0.033999999999999975,0.0,0.15,0.033,0.056,0.712,0.312,0.2916666666666667,0.45,0.7416666666666667,0.6888000000000001,0.2893,0.3264,0.3624,0.027600000000000003,0.1817,0.0
203,0.5,0.196,0.0,0.0,0.0,0.0,0.008,0.381,0.435,0.548,0.9830000000000001,0.043,0.152,0.022,0.109,0.455,4.2,0.438,0.5,0.16700000000000004,0.05399999999999999,0.022,0.174,0.087,0.312,0.957,0.428,0.5,0.6,1.1,0.9830000000000001,0.381,0.435,0.548,0.043,0.152,0.022
204,0.442,0.125,0.029,0.0,0.01,0.0,-0.003,0.273,0.305,0.465,0.77,0.087,0.125,0.048,0.087,0.289,3.77,0.341,0.211,0.192,0.03199999999999997,0.048,0.183,0.038,0.333,0.796,0.332,0.275,0.5,0.775,0.7880869565217392,0.290695652173913,0.32560869565217393,0.4624782608695652,0.06504347826086956,0.08856521739130434,0.025043478260869566
205,0.222,0.074,0.0,0.037,0.0,0.0,-0.004,0.22,0.291,0.24,0.5309999999999999,0.019,0.148,0.0,0.019,0.268,3.85,0.222,0.444,0.01999999999999999,0.07099999999999998,0.0,0.167,0.074,0.091,0.56,0.257,0.2857142857142857,0.21052631578947367,0.49624060150375937,0.5011538461538461,0.21015384615384616,0.27184615384615385,0.2293076923076923,0.010461538461538463,0.13323076923076926,0.0
206,0.653,0.186,0.0,0.0,0.008,0.0,0.01,0.361,0.417,0.713,1.13,0.127,0.102,0.059,0.136,0.394,3.86,0.526,0.333,0.352,0.055999999999999994,0.093,0.229,0.076,0.41,1.094,0.477,0.3617021276595745,0.5238095238095238,0.8855116514690984,0.9970697674418605,0.30446511627906975,0.3884883720930233,0.6085813953488373,0.13104651162790698,0.08018604651162792,0.050813953488372074
207,0.598,0.243,0.009,0.0,0.019,0.0,0.014,0.354,0.383,0.646,1.029,0.131,0.131,0.019,0.131,0.337,3.67,0.408,0.667,0.29200000000000004,0.029000000000000026,0.056,0.084,0.056,0.4,1.032,0.428,0.4772727272727273,0.6,1.0772727272727272,0.9852105263157893,0.3272368421052631,0.4108947368421052,0.5743157894736842,0.1012105263157895,0.09442105263157897,0.017526315789473695
208,0.383,0.178,0.0,0.0,0.028,0.009,-0.002,0.23,0.279,0.41,0.6890000000000001,0.103,0.047,0.019,0.093,0.25,3.88,0.309,0.174,0.17999999999999997,0.049000000000000016,0.037,0.215,0.037,0.435,0.707,0.31,0.3333333333333333,0.3939393939393939,0.7272727272727273,0.8005500000000001,0.26572499999999993,0.34314999999999996,0.4573999999999999,0.07547499999999997,0.09542500000000002,0.029825
209,0.357,0.143,0.071,0.018,0.0,0.0,0.015,0.226,0.293,0.377,0.6699999999999999,0.036,0.071,0.0,0.071,0.238,3.62,0.273,0.333,0.151,0.06699999999999998,0.036,0.161,0.054,0.333,0.738,0.308,0.25,0.3333333333333333,0.5833333333333333,0.7149487179487177,0.2635128205128206,0.3216923076923076,0.3932564102564102,0.039846153846153844,0.1005897435897436,0.0004358974358974359
210,0.385,0.119,0.009,0.0,0.0,0.0,0.004,0.245,0.327,0.429,0.756,0.083,0.055,0.046,0.11,0.288,4.39,0.324,0.5,0.184,0.08200000000000002,0.028,0.202,0.101,0.5,0.77,0.335,0.42857142857142855,0.5142857142857142,0.9428571428571428,0.7690769230769231,0.28600000000000003,0.35379487179487185,0.4152820512820513,0.06217948717948719,0.10517948717948716,0.015256410256410256
211,0.531,0.148,0.037,0.0,0.0,0.0,0.014,0.356,0.434,0.589,1.023,0.086,0.123,0.025,0.111,0.393,3.81,0.432,0.615,0.23299999999999998,0.07800000000000001,0.049,0.16,0.099,0.346,1.017,0.451,0.25,0.2631578947368421,0.513157894736842,0.953093023255814,0.3237209302325581,0.40088372093023245,0.5522093023255814,0.09058139534883722,0.10037209302325584,0.024883720930232566
212,0.449,0.112,0.011,0.0,0.0,0.011,0.005,0.294,0.348,0.471,0.819,0.124,0.079,0.034,0.079,0.309,3.74,0.34,0.308,0.177,0.05399999999999999,0.045,0.146,0.045,0.28,0.823,0.373,0.3170731707317073,0.45454545454545453,0.7716186252771619,0.8008333333333333,0.28116666666666673,0.3421666666666667,0.4586666666666666,0.11566666666666665,0.07550000000000001,0.03616666666666667
213,0.437,0.155,0.0,0.0,0.019,0.0,0.003,0.309,0.356,0.479,0.835,0.058,0.117,0.019,0.078,0.329,3.72,0.359,0.438,0.16999999999999998,0.046999999999999986,0.039,0.155,0.068,0.276,0.846,0.364,0.2857142857142857,0.21052631578947367,0.49624060150375937,0.9019705882352941,0.3385882352941176,0.3832647058823529,0.5187058823529413,0.0968529411764706,0.11220588235294118,0.020235294117647067
