,tb,rbi,sb,sh,sf,ibb,WPA,avg,obp,slg,ops,power_barrel,contact_barrel,clutch_barrel,xh,babib,pitch/pa,cq,b/k,IsoP,IsoD,hr%,kk%,bb%,xh/h,ueqr,wOBA,obp_label,slg_label,ops_label,ops_mean,avg_mean,obp_mean,slg_mean,power_barrel_mean,contact_barrel_mean,clutch_barrel_mean
789,0.634,0.293,0.0,0.0,0.0,0.0,0.023,0.351,0.442,0.703,1.145,0.146,0.098,0.024,0.122,0.391,4.34,0.53,0.4,0.352,0.09100000000000003,0.098,0.244,0.098,0.385,1.116,0.503,0.3333333333333333,0.5,0.8333333333333333,1.01890625,0.33365624999999993,0.4323125,0.58659375,0.09915625000000002,0.09903124999999999,0.01900000000000001
790,0.442,0.058,0.07,0.0,0.012,0.0,0.005,0.382,0.448,0.5,0.948,0.023,0.105,0.012,0.047,0.509,4.2,0.48,0.409,0.118,0.066,0.023,0.256,0.105,0.138,0.968,0.424,0.2777777777777778,0.25,0.5277777777777778,0.7421904761904761,0.29673809523809525,0.35442857142857154,0.3877619047619048,0.02785714285714286,0.09523809523809526,0.0005952380952380953
791,0.407,0.119,0.017,0.0,0.0,0.0,-0.003,0.333,0.356,0.421,0.7769999999999999,0.034,0.169,0.017,0.068,0.422,3.69,0.371,0.167,0.08799999999999997,0.022999999999999965,0.0,0.203,0.034,0.211,0.792,0.343,0.4583333333333333,0.47619047619047616,0.9345238095238095,0.6402800000000001,0.23884,0.2992000000000001,0.34108,0.03476000000000002,0.06688,0.0068
792,0.526,0.224,0.013,0.0,0.026,0.0,0.013,0.391,0.429,0.58,1.009,0.092,0.132,0.013,0.105,0.417,3.41,0.425,0.556,0.18899999999999995,0.03799999999999998,0.026,0.118,0.066,0.296,1.019,0.436,0.3142857142857143,0.36363636363636365,0.6779220779220779,0.9155,0.3632352941176471,0.4065882352941177,0.5089117647058825,0.05744117647058822,0.12823529411764703,0.004382352941176469
793,0.457,0.198,0.012,0.0,0.0,0.025,0.012,0.324,0.446,0.544,0.99,0.086,0.062,0.025,0.111,0.358,4.21,0.395,1.083,0.22000000000000003,0.122,0.037,0.148,0.16,0.409,0.976,0.454,0.4444444444444444,0.5384615384615384,0.9829059829059829,0.8755476190476191,0.30792857142857144,0.3983809523809523,0.4771666666666666,0.09435714285714288,0.07540476190476193,0.024666666666666674
794,0.407,0.136,0.0,0.0,0.017,0.0,0.01,0.34,0.424,0.48,0.9039999999999999,0.085,0.085,0.0,0.085,0.41,4.14,0.403,0.727,0.13999999999999996,0.08399999999999996,0.017,0.186,0.136,0.294,0.915,0.398,0.34615384615384615,0.3181818181818182,0.6643356643356644,0.7505384615384616,0.28042307692307694,0.33465384615384625,0.4158846153846154,0.07757692307692307,0.11392307692307695,0.013115384615384616
795,0.333,0.048,0.0,0.016,0.0,0.0,0.0,0.31,0.365,0.362,0.727,0.032,0.095,0.0,0.048,0.333,3.87,0.283,1.25,0.05199999999999999,0.05499999999999999,0.0,0.063,0.079,0.167,0.72,0.33,0.3142857142857143,0.375,0.6892857142857143,0.7513939393939395,0.3084848484848485,0.370030303030303,0.38136363636363635,0.03863636363636365,0.12554545454545457,0.0036363636363636364
796,0.211,0.099,0.014,0.0,0.014,0.0,-0.003,0.167,0.282,0.25,0.532,0.085,0.07,0.0,0.042,0.196,4.46,0.207,0.714,0.08299999999999999,0.11499999999999996,0.014,0.197,0.141,0.3,0.582,0.253,0.47368421052631576,0.5384615384615384,1.0121457489878543,0.7115384615384616,0.247,0.34253846153846157,0.369,0.06615384615384615,0.12092307692307692,0.006153846153846154
797,0.333,0.086,0.0,0.025,0.0,0.012,-0.001,0.225,0.321,0.38,0.7010000000000001,0.086,0.111,0.012,0.086,0.292,4.6,0.322,0.476,0.155,0.096,0.025,0.259,0.123,0.438,0.708,0.318,0.1956521739130435,0.2608695652173913,0.4565217391304348,0.7568000000000003,0.27668888888888893,0.3401333333333333,0.4166666666666667,0.11013333333333336,0.09688888888888894,0.01920000000000001
798,0.393,0.143,0.0,0.0,0.0,0.0,0.005,0.269,0.321,0.423,0.744,0.071,0.071,0.0,0.071,0.364,4.41,0.389,0.235,0.15399999999999997,0.05199999999999999,0.036,0.304,0.071,0.286,0.75,0.326,0.27586206896551724,0.4444444444444444,0.7203065134099617,0.7336923076923078,0.2782307692307693,0.35669230769230764,0.377,0.049999999999999996,0.053153846153846156,0.0
799,0.31,0.07,0.014,0.0,0.0,0.0,-0.007,0.288,0.338,0.333,0.671,0.014,0.099,0.0,0.042,0.297,3.41,0.252,2.5,0.04500000000000004,0.050000000000000044,0.0,0.028,0.07,0.158,0.694,0.306,0.4444444444444444,0.45,0.8944444444444444,0.6935000000000001,0.2859285714285714,0.3461428571428571,0.3473571428571428,0.023607142857142858,0.11114285714285717,0.0
800,0.132,0.026,0.0,0.053,0.0,0.0,-0.02,0.143,0.231,0.143,0.374,0.0,0.079,0.0,0.0,0.156,3.45,0.125,1.0,0.0,0.08800000000000002,0.0,0.079,0.079,0.0,0.439,0.195,0.3125,0.4666666666666667,0.7791666666666667,0.5069999999999999,0.20429999999999998,0.26789999999999997,0.23909999999999995,0.0,0.16099999999999998,0.0
801,0.653,0.102,0.041,0.0,0.02,0.0,0.006,0.5,0.51,0.696,1.206,0.082,0.184,0.0,0.143,0.489,3.59,0.469,2.0,0.19599999999999995,0.010000000000000009,0.02,0.02,0.041,0.304,1.216,0.515,0.3,0.2894736842105263,0.5894736842105264,0.9338684210526318,0.35697368421052644,0.41336842105263166,0.5204999999999999,0.05823684210526316,0.1403947368421053,0.002947368421052632
802,0.5,0.206,0.029,0.029,0.029,0.0,-0.001,0.387,0.412,0.548,0.96,0.059,0.088,0.029,0.088,0.44,3.32,0.444,0.333,0.16100000000000003,0.024999999999999967,0.029,0.176,0.059,0.25,0.934,0.411,0.4117647058823529,0.7058823529411765,1.1176470588235294,0.9743333333333334,0.38549999999999995,0.41916666666666663,0.5551666666666667,0.056666666666666664,0.13716666666666666,0.021166666666666667
803,0.306,0.167,0.028,0.0,0.0,0.0,0.018,0.281,0.378,0.344,0.722,0.0,0.111,0.0,0.056,0.45,3.75,0.39,0.333,0.06299999999999994,0.09699999999999998,0.0,0.333,0.111,0.222,0.763,0.345,0.26666666666666666,0.25925925925925924,0.5259259259259259,0.6948000000000001,0.25260000000000005,0.34259999999999996,0.3522,0.016,0.11379999999999998,0.012
804,0.494,0.188,0.035,0.0,0.024,0.0,-0.004,0.307,0.372,0.56,0.932,0.059,0.118,0.059,0.082,0.304,4.26,0.402,0.533,0.25300000000000006,0.065,0.071,0.176,0.094,0.304,0.934,0.398,0.475,0.5277777777777778,1.0027777777777778,0.8702558139534882,0.27251162790697664,0.37476744186046507,0.4954883720930234,0.09395348837209304,0.06388372093023253,0.03634883720930233
805,0.244,0.105,0.0,0.0,0.012,0.012,-0.013,0.135,0.27,0.284,0.554,0.081,0.023,0.023,0.058,0.117,4.34,0.182,0.917,0.14899999999999997,0.135,0.035,0.14,0.128,0.5,0.59,0.271,0.42857142857142855,0.5483870967741935,0.9769585253456221,0.8422368421052632,0.29031578947368425,0.3727631578947369,0.46947368421052643,0.07126315789473686,0.09610526315789474,0.01713157894736843
806,0.295,0.023,0.0,0.0,0.0,0.0,-0.01,0.231,0.348,0.333,0.681,0.114,0.091,0.0,0.045,0.258,3.52,0.263,0.714,0.10200000000000001,0.11699999999999997,0.023,0.159,0.114,0.222,0.707,0.332,0.19444444444444445,0.2571428571428571,0.45158730158730154,0.9545499999999999,0.318525,0.3815749999999999,0.572975,0.09802500000000004,0.091425,0.012400000000000005
807,0.304,0.107,0.054,0.018,0.0,0.0,0.002,0.22,0.304,0.34,0.644,0.054,0.054,0.018,0.071,0.263,4.05,0.272,0.545,0.12000000000000002,0.08399999999999999,0.018,0.196,0.107,0.364,0.697,0.291,0.3333333333333333,0.2631578947368421,0.5964912280701754,0.627825,0.2532000000000001,0.30215000000000003,0.32567499999999994,0.03774999999999999,0.10517499999999999,0.0036
808,0.475,0.203,0.0,0.0,0.017,0.0,0.008,0.365,0.424,0.538,0.962,0.068,0.203,0.0,0.085,0.472,3.86,0.484,0.4,0.17300000000000004,0.059,0.034,0.254,0.102,0.263,0.966,0.416,0.2647058823529412,0.2903225806451613,0.5550284629981025,0.8973333333333335,0.30047222222222225,0.38302777777777774,0.5143055555555555,0.0612777777777778,0.10586111111111113,0.0012222222222222222
809,0.244,0.064,0.013,0.026,0.0,0.0,-0.002,0.2,0.25,0.253,0.503,0.064,0.09,0.038,0.026,0.241,3.83,0.224,0.188,0.05299999999999999,0.04999999999999999,0.013,0.205,0.038,0.133,0.542,0.238,0.4375,0.5813953488372093,1.0188953488372094,0.762675,0.2683750000000001,0.3389,0.4237749999999999,0.09752500000000001,0.097625,0.030725000000000002
810,0.643,0.381,0.0,0.0,0.024,0.0,0.028,0.278,0.357,0.75,1.107,0.095,0.024,0.024,0.167,0.192,3.81,0.437,0.833,0.472,0.07899999999999996,0.119,0.143,0.119,0.7,1.083,0.441,0.35,0.3684210526315789,0.7184210526315788,0.784875,0.2805625,0.32843749999999994,0.45643750000000005,0.04231250000000002,0.1186875,0.0015
811,0.486,0.214,0.0,0.0,0.014,0.0,-0.0,0.318,0.37,0.515,0.885,0.2,0.043,0.043,0.1,0.353,3.67,0.391,0.231,0.197,0.05199999999999999,0.043,0.186,0.043,0.333,0.89,0.397,0.2916666666666667,0.28888888888888886,0.5805555555555555,0.8113823529411763,0.30488235294117644,0.36147058823529415,0.4499117647058823,0.10102941176470588,0.09485294117647061,0.03552941176470588
812,0.51,0.184,0.02,0.0,0.0,0.0,0.015,0.362,0.388,0.532,0.92,0.041,0.143,0.02,0.122,0.457,3.67,0.444,0.182,0.17000000000000004,0.026000000000000023,0.02,0.224,0.041,0.353,0.912,0.398,0.3103448275862069,0.4482758620689655,0.7586206896551724,0.7373999999999998,0.29825,0.33444999999999997,0.40295,0.03305000000000001,0.09435000000000002,0.008900000000000002
813,0.424,0.212,0.015,0.0,0.015,0.0,0.002,0.283,0.343,0.467,0.81,0.061,0.106,0.015,0.076,0.318,3.62,0.367,0.357,0.18400000000000005,0.06000000000000005,0.045,0.212,0.076,0.294,0.831,0.356,0.3953488372093023,0.3888888888888889,0.7842377260981912,0.7953076923076924,0.2561538461538462,0.3240769230769231,0.4712307692307692,0.09007692307692304,0.06799999999999999,0.03492307692307692
814,0.5,0.139,0.0,0.056,0.028,0.0,-0.009,0.324,0.333,0.529,0.8620000000000001,0.056,0.056,0.0,0.139,0.312,3.86,0.341,0.5,0.20500000000000002,0.009000000000000008,0.028,0.056,0.028,0.455,0.882,0.362,0.4444444444444444,0.5882352941176471,1.0326797385620914,0.7738571428571428,0.29785714285714293,0.31742857142857145,0.4564285714285714,0.05857142857142857,0.08471428571428571,0.007714285714285715
815,0.614,0.193,0.0,0.0,0.0,0.0,0.019,0.434,0.483,0.66,1.143,0.123,0.088,0.018,0.158,0.458,3.54,0.449,1.0,0.22600000000000003,0.04899999999999999,0.018,0.07,0.07,0.391,1.129,0.499,0.4782608695652174,0.42857142857142855,0.9068322981366459,0.8273589743589742,0.309102564102564,0.3735641025641025,0.453794871794872,0.10787179487179487,0.11312820512820518,0.026948717948717952
816,0.674,0.236,0.0,0.0,0.0,0.034,0.016,0.372,0.456,0.769,1.225,0.202,0.067,0.101,0.169,0.412,3.72,0.551,0.579,0.397,0.08400000000000002,0.09,0.213,0.124,0.517,1.172,0.53,0.6129032258064516,0.8695652173913043,1.482468443197756,0.9273437499999999,0.27171875,0.38203124999999993,0.5453125000000001,0.1415625,0.05693749999999999,0.06090624999999999
817,0.583,0.236,0.0,0.0,0.0,0.0,0.009,0.312,0.421,0.656,1.077,0.083,0.028,0.042,0.139,0.298,4.51,0.426,0.727,0.34400000000000003,0.10899999999999999,0.083,0.153,0.111,0.5,1.039,0.478,0.24,0.44,0.6799999999999999,1.074125,0.3149166666666667,0.412125,0.662,0.10012499999999998,0.08308333333333334,0.03508333333333334
818,0.329,0.118,0.053,0.013,0.026,0.0,0.0,0.324,0.367,0.352,0.719,0.053,0.132,0.0,0.026,0.348,3.75,0.297,0.429,0.02799999999999997,0.04299999999999998,0.0,0.092,0.039,0.087,0.786,0.339,0.38235294117647056,0.4666666666666667,0.8490196078431372,0.7552619047619048,0.30997619047619057,0.34800000000000003,0.40726190476190477,0.04614285714285714,0.13359523809523807,0.0033333333333333335
819,0.568,0.135,0.0,0.0,0.0,0.027,-0.006,0.362,0.413,0.609,1.022,0.095,0.135,0.014,0.122,0.382,3.58,0.425,0.5,0.247,0.05099999999999999,0.054,0.135,0.068,0.36,1.0,0.455,0.3870967741935484,0.9,1.2870967741935484,0.8831707317073173,0.309219512195122,0.3819024390243902,0.5012682926829269,0.09860975609756098,0.11765853658536585,0.019292682926829275
820,0.512,0.179,0.012,0.0,0.012,0.0,0.006,0.37,0.46,0.589,1.049,0.095,0.083,0.048,0.095,0.451,3.86,0.489,0.526,0.21899999999999997,0.09000000000000002,0.048,0.226,0.119,0.296,1.045,0.468,0.5161290322580645,0.5769230769230769,1.0930521091811414,0.849292682926829,0.2894146341463414,0.3730243902439024,0.47626829268292686,0.1437560975609756,0.07902439024390245,0.06336585365853659
821,0.324,0.0,0.0,0.059,0.0,0.0,-0.003,0.312,0.353,0.344,0.697,0.0,0.118,0.0,0.029,0.37,3.97,0.307,0.4,0.03199999999999997,0.04099999999999998,0.0,0.147,0.059,0.1,0.722,0.317,0.3888888888888889,0.5,0.8888888888888888,0.7337826086956523,0.27582608695652183,0.35908695652173916,0.37469565217391315,0.014043478260869569,0.10565217391304346,0.0
822,0.464,0.155,0.0,0.0,0.012,0.0,-0.005,0.237,0.271,0.487,0.758,0.107,0.083,0.0,0.119,0.25,4.18,0.353,0.15,0.25,0.03400000000000003,0.06,0.238,0.036,0.526,0.765,0.321,0.34782608695652173,0.3333333333333333,0.681159420289855,0.7863170731707319,0.2580975609756097,0.3417804878048781,0.4445365853658537,0.0891219512195122,0.06129268292682927,0.00887804878048781
823,0.446,0.125,0.036,0.0,0.0,0.0,0.005,0.358,0.404,0.472,0.876,0.036,0.143,0.0,0.107,0.432,3.93,0.386,0.333,0.11399999999999999,0.04600000000000004,0.0,0.161,0.054,0.316,0.883,0.394,0.3333333333333333,0.35714285714285715,0.6904761904761905,0.7382777777777777,0.3149166666666667,0.3355555555555556,0.4027222222222224,0.050305555555555555,0.09527777777777778,0.003888888888888889
824,0.545,0.303,0.0,0.0,0.061,0.015,0.005,0.333,0.382,0.632,1.014,0.076,0.106,0.045,0.136,0.341,4.29,0.461,0.385,0.299,0.04899999999999999,0.061,0.197,0.076,0.474,1.015,0.432,0.42857142857142855,0.84375,1.2723214285714286,0.9517631578947369,0.2915263157894737,0.3736842105263158,0.578078947368421,0.09728947368421055,0.07800000000000003,0.03763157894736841
825,0.571,0.214,0.0,0.0,0.014,0.0,0.009,0.323,0.386,0.645,1.0310000000000001,0.157,0.086,0.086,0.143,0.375,3.76,0.5,0.389,0.322,0.063,0.071,0.257,0.1,0.5,0.993,0.428,0.3333333333333333,0.76,1.0933333333333333,0.8464166666666667,0.2750000000000001,0.3589583333333333,0.4874583333333334,0.1039166666666667,0.056458333333333326,0.03812500000000001
826,0.361,0.066,0.115,0.016,0.0,0.0,0.003,0.358,0.46,0.415,0.875,0.0,0.197,0.0,0.049,0.38,4.28,0.322,2.667,0.056999999999999995,0.10200000000000004,0.0,0.049,0.131,0.158,0.925,0.416,0.42857142857142855,0.5,0.9285714285714286,0.7699310344827585,0.30375862068965515,0.4107931034482758,0.3591379310344827,0.004206896551724137,0.15300000000000005,0.0
827,0.422,0.022,0.0,0.022,0.0,0.022,0.005,0.35,0.435,0.475,0.9099999999999999,0.044,0.111,0.0,0.111,0.412,3.82,0.374,0.833,0.125,0.08500000000000002,0.0,0.133,0.111,0.357,0.885,0.424,0.5,0.6578947368421053,1.1578947368421053,0.9147142857142855,0.37145714285714276,0.42331428571428575,0.49139999999999995,0.029971428571428583,0.16554285714285713,0.0009428571428571429
828,0.568,0.243,0.027,0.014,0.014,0.0,0.01,0.406,0.432,0.609,1.041,0.095,0.176,0.054,0.081,0.49,3.66,0.512,0.235,0.20299999999999996,0.025999999999999968,0.054,0.23,0.054,0.214,1.038,0.445,0.25,0.5,0.75,0.8360714285714286,0.31435714285714284,0.3694285714285715,0.46664285714285725,0.09314285714285712,0.13228571428571428,0.027785714285714285
829,0.393,0.179,0.012,0.0,0.0,0.0,0.01,0.263,0.298,0.412,0.71,0.119,0.119,0.0,0.095,0.297,3.92,0.309,0.286,0.14899999999999997,0.034999999999999976,0.024,0.167,0.048,0.381,0.724,0.309,0.40476190476190477,0.5853658536585366,0.9901277584204413,0.7073571428571429,0.27278571428571435,0.3092857142857143,0.3980714285714285,0.08299999999999999,0.10157142857142856,0.009642857142857144
830,0.736,0.25,0.028,0.0,0.0,0.0,0.016,0.394,0.452,0.803,1.2550000000000001,0.056,0.111,0.0,0.181,0.465,4.12,0.59,0.353,0.40900000000000003,0.057999999999999996,0.083,0.236,0.083,0.5,1.233,0.525,0.29545454545454547,0.5476190476190477,0.8430735930735931,0.9681794871794869,0.3495897435897436,0.4082564102564102,0.559923076923077,0.06835897435897435,0.09392307692307694,0.008
831,0.431,0.167,0.028,0.0,0.028,0.0,0.001,0.317,0.384,0.492,0.876,0.111,0.167,0.028,0.097,0.3,3.94,0.322,2.333,0.175,0.067,0.028,0.042,0.097,0.35,0.907,0.383,0.36,0.2631578947368421,0.6231578947368421,1.0279024390243903,0.34631707317073174,0.41517073170731705,0.6127317073170734,0.13312195121951223,0.13424390243902437,0.03639024390243902
832,0.265,0.048,0.024,0.012,0.012,0.0,-0.006,0.243,0.313,0.297,0.61,0.012,0.169,0.0,0.048,0.286,4.05,0.252,0.667,0.05399999999999999,0.07,0.0,0.145,0.096,0.222,0.655,0.281,0.4358974358974359,0.75,1.185897435897436,0.7397727272727272,0.2808181818181819,0.3442954545454545,0.3954772727272728,0.030386363636363635,0.11231818181818184,0.0
833,0.742,0.28,0.054,0.0,0.0,0.011,0.026,0.456,0.543,0.873,1.416,0.151,0.118,0.075,0.14,0.448,4.08,0.569,1.273,0.417,0.08700000000000002,0.108,0.118,0.151,0.361,1.306,0.595,0.5263157894736842,0.7741935483870968,1.300509337860781,1.088219512195122,0.34943902439024394,0.41351219512195114,0.6747073170731708,0.1436341463414634,0.0796341463414634,0.04973170731707317
834,0.557,0.17,0.0,0.0,0.011,0.0,0.008,0.351,0.42,0.636,1.056,0.08,0.091,0.023,0.125,0.393,4.15,0.47,0.588,0.28500000000000003,0.069,0.057,0.193,0.114,0.407,1.045,0.444,0.23076923076923078,0.2777777777777778,0.5085470085470085,0.9612249999999998,0.33392499999999997,0.40985000000000005,0.5513750000000001,0.08342499999999999,0.09365000000000001,0.026100000000000005
835,0.559,0.147,0.059,0.029,0.0,0.0,0.023,0.394,0.444,0.576,1.02,0.059,0.176,0.029,0.118,0.48,4.35,0.469,0.143,0.18199999999999994,0.04999999999999999,0.029,0.206,0.029,0.308,1.038,0.47,0.29411764705882354,0.26666666666666666,0.5607843137254902,0.7174999999999998,0.2743055555555555,0.3588611111111111,0.35863888888888895,0.02063888888888889,0.14183333333333337,0.0008055555555555556
836,0.345,0.109,0.0,0.036,0.018,0.0,-0.004,0.286,0.368,0.388,0.756,0.055,0.182,0.0,0.055,0.295,3.73,0.289,1.0,0.10200000000000004,0.08200000000000002,0.018,0.091,0.091,0.214,0.775,0.353,0.46,0.6190476190476191,1.079047619047619,0.7982857142857144,0.2666857142857143,0.37679999999999997,0.42148571428571424,0.05302857142857144,0.08808571428571432,0.005799999999999999
837,0.433,0.119,0.0,0.0,0.015,0.015,0.001,0.333,0.368,0.46,0.8280000000000001,0.06,0.119,0.015,0.06,0.333,3.21,0.331,0.6,0.127,0.034999999999999976,0.03,0.075,0.045,0.19,0.831,0.373,0.2857142857142857,0.4074074074074074,0.693121693121693,0.7452258064516131,0.26370967741935486,0.3319354838709678,0.41329032258064513,0.07870967741935485,0.11106451612903227,0.00770967741935484
838,0.448,0.224,0.015,0.0,0.045,0.015,0.012,0.393,0.464,0.536,1.0,0.104,0.075,0.0,0.06,0.377,3.99,0.385,2.0,0.14300000000000002,0.07100000000000001,0.03,0.06,0.119,0.182,1.014,0.452,0.3333333333333333,0.24,0.5733333333333333,0.8350256410256411,0.32866666666666655,0.40276923076923077,0.4322564102564101,0.08576923076923079,0.10317948717948716,0.016256410256410263
839,0.368,0.088,0.044,0.0,0.0,0.0,-0.002,0.305,0.406,0.424,0.8300000000000001,0.029,0.059,0.0,0.074,0.327,4.12,0.311,1.5,0.119,0.10100000000000003,0.015,0.088,0.132,0.278,0.856,0.38,0.34375,0.32142857142857145,0.6651785714285714,0.8403823529411766,0.3305882352941176,0.39349999999999996,0.4468823529411764,0.029000000000000015,0.11355882352941177,0.0
840,0.35,0.067,0.017,0.0,0.017,0.0,0.001,0.327,0.367,0.382,0.749,0.017,0.117,0.0,0.05,0.367,3.77,0.319,0.571,0.05499999999999999,0.03999999999999998,0.0,0.117,0.067,0.167,0.779,0.335,0.5714285714285714,0.6363636363636364,1.2077922077922079,0.751,0.325,0.36433333333333334,0.3866666666666667,0.008777777777777778,0.15588888888888888,0.0
841,0.441,0.118,0.044,0.0,0.015,0.029,0.009,0.316,0.429,0.526,0.9550000000000001,0.059,0.059,0.029,0.118,0.372,3.78,0.409,0.769,0.21000000000000002,0.11299999999999999,0.029,0.191,0.147,0.444,0.966,0.44,0.3469387755102041,0.5681818181818182,0.9151205936920224,1.0596896551724135,0.3576896551724139,0.42268965517241375,0.6369999999999998,0.10444827586206898,0.0896896551724138,0.045655172413793105
842,0.309,0.118,0.015,0.0,0.015,0.0,-0.007,0.203,0.235,0.328,0.563,0.059,0.059,0.0,0.059,0.216,3.79,0.246,0.25,0.125,0.03199999999999997,0.029,0.176,0.044,0.308,0.594,0.245,0.35714285714285715,0.5,0.8571428571428572,0.6946923076923077,0.24284615384615382,0.3,0.3946923076923078,0.06492307692307694,0.06446153846153847,0.009384615384615384
843,0.425,0.164,0.0,0.0,0.027,0.0,0.009,0.317,0.427,0.517,0.944,0.123,0.068,0.014,0.082,0.333,4.88,0.384,1.0,0.2,0.10999999999999999,0.041,0.151,0.151,0.316,0.953,0.42,0.4482758620689655,0.8076923076923077,1.2559681697612732,0.7916250000000001,0.272,0.3450000000000001,0.44662500000000016,0.10490000000000002,0.0968,0.020925000000000013
844,0.375,0.097,0.014,0.014,0.0,0.0,-0.002,0.323,0.405,0.415,0.8200000000000001,0.028,0.153,0.0,0.056,0.328,3.92,0.3,2.333,0.09199999999999997,0.08200000000000002,0.014,0.042,0.097,0.19,0.842,0.382,0.25,0.2962962962962963,0.5462962962962963,0.7402888888888891,0.3024888888888889,0.3788888888888887,0.3614000000000001,0.0032666666666666673,0.16022222222222227,0.0
845,0.241,0.074,0.0,0.037,0.0,0.0,-0.009,0.235,0.278,0.255,0.533,0.0,0.093,0.0,0.019,0.267,3.43,0.22,0.5,0.020000000000000018,0.04300000000000004,0.0,0.111,0.056,0.083,0.543,0.246,0.3225806451612903,0.41935483870967744,0.7419354838709677,0.6336666666666668,0.2458095238095238,0.30554761904761907,0.32811904761904753,0.019357142857142868,0.08707142857142856,0.0
846,0.613,0.161,0.032,0.0,0.0,0.0,-0.0,0.387,0.406,0.613,1.0190000000000001,0.097,0.097,0.065,0.097,0.37,3.35,0.403,0.0,0.22599999999999998,0.019000000000000017,0.065,0.065,0.0,0.25,1.03,0.451,0.2857142857142857,0.28,0.5657142857142857,1.0190000000000001,0.387,0.406,0.613,0.097,0.097,0.065
847,0.703,0.188,0.0,0.0,0.0,0.0,0.01,0.356,0.441,0.763,1.204,0.125,0.125,0.031,0.156,0.311,4.09,0.462,0.714,0.40700000000000003,0.08500000000000002,0.109,0.109,0.078,0.476,1.169,0.529,0.45,0.5405405405405406,0.9905405405405405,0.988909090909091,0.3382727272727273,0.40996969696969704,0.578939393939394,0.08633333333333332,0.12760606060606058,0.018151515151515158
848,0.473,0.091,0.073,0.0,0.0,0.018,0.005,0.298,0.411,0.553,0.964,0.055,0.091,0.0,0.127,0.364,3.85,0.423,0.667,0.25500000000000006,0.11299999999999999,0.036,0.218,0.145,0.5,0.983,0.43,0.2,0.3333333333333333,0.5333333333333333,0.9089999999999999,0.2920909090909091,0.3590909090909091,0.5499090909090909,0.0849090909090909,0.08618181818181815,0.015999999999999997
849,0.369,0.107,0.036,0.012,0.0,0.0,-0.003,0.25,0.329,0.408,0.737,0.06,0.071,0.024,0.071,0.281,4.19,0.313,0.5,0.15799999999999997,0.07900000000000001,0.036,0.19,0.095,0.316,0.775,0.331,0.3235294117647059,0.5,0.8235294117647058,0.8866829268292683,0.3136341463414634,0.3632682926829268,0.5234146341463416,0.08351219512195122,0.0875365853658537,0.014585365853658544
850,0.554,0.214,0.018,0.0,0.0,0.0,0.029,0.365,0.421,0.596,1.017,0.107,0.107,0.0,0.107,0.364,3.64,0.4,0.8,0.23099999999999998,0.055999999999999994,0.054,0.089,0.071,0.316,1.0,0.445,0.45714285714285713,0.41379310344827586,0.870935960591133,0.8043636363636363,0.2973636363636364,0.33672727272727276,0.46763636363636363,0.06563636363636366,0.136,0.0
851,0.267,0.111,0.022,0.0,0.0,0.0,-0.009,0.195,0.267,0.293,0.56,0.044,0.089,0.0,0.044,0.241,4.22,0.253,0.364,0.09799999999999998,0.07200000000000001,0.022,0.244,0.089,0.25,0.585,0.255,0.38461538461538464,0.42857142857142855,0.8131868131868132,0.7465263157894738,0.2806052631578947,0.35731578947368414,0.38921052631578945,0.02376315789473685,0.10652631578947373,0.0
852,0.338,0.07,0.028,0.0,0.0,0.0,0.002,0.254,0.296,0.358,0.6539999999999999,0.028,0.099,0.0,0.056,0.327,3.52,0.314,0.235,0.10399999999999998,0.04199999999999998,0.014,0.239,0.056,0.235,0.685,0.29,0.3,0.2631578947368421,0.5631578947368421,0.7701666666666664,0.30938888888888894,0.36549999999999994,0.40466666666666673,0.01177777777777778,0.11416666666666668,0.0
853,0.538,0.169,0.046,0.046,0.0,0.0,0.012,0.393,0.439,0.574,1.013,0.031,0.2,0.015,0.108,0.411,4.09,0.395,1.0,0.18099999999999994,0.045999999999999985,0.015,0.062,0.062,0.292,1.014,0.446,0.25806451612903225,0.3225806451612903,0.5806451612903225,0.7808611111111112,0.31644444444444453,0.37147222222222226,0.4093888888888889,0.029388888888888902,0.11450000000000002,0.0022222222222222222
854,0.372,0.106,0.064,0.011,0.011,0.011,0.007,0.282,0.4,0.449,0.849,0.085,0.064,0.032,0.085,0.357,3.96,0.377,0.714,0.16700000000000004,0.11800000000000005,0.021,0.223,0.16,0.364,0.88,0.385,0.38461538461538464,0.4594594594594595,0.8440748440748441,0.8300769230769229,0.29230769230769227,0.39300000000000007,0.4370769230769231,0.0913846153846154,0.07923076923076922,0.022153846153846156
855,0.656,0.234,0.0,0.0,0.016,0.0,0.005,0.339,0.406,0.75,1.1560000000000001,0.219,0.109,0.094,0.141,0.333,3.97,0.526,0.5,0.411,0.067,0.109,0.219,0.109,0.474,1.133,0.471,0.46875,0.7407407407407407,1.2094907407407407,0.8209268292682929,0.2902195121951218,0.36075609756097565,0.4601707317073171,0.12431707317073172,0.08075609756097563,0.03565853658536585
856,0.372,0.093,0.0,0.0,0.0,0.0,0.0,0.194,0.356,0.444,0.8,0.116,0.023,0.047,0.07,0.174,4.91,0.319,0.7,0.25,0.16199999999999998,0.07,0.233,0.163,0.429,0.793,0.372,0.23076923076923078,0.37142857142857144,0.6021978021978023,1.025051282051282,0.28074358974358976,0.40438461538461545,0.6206666666666668,0.13141025641025642,0.07743589743589745,0.03687179487179487
